Name;Platform;Global_Sales
"Robotics;Notes";PSV;2
Kabushiki Baibai Trainer: Kabutore! Next;DS;2
Machi: Unmei no Kousaten;PSP;2
Golden Nugget Casino DS;DS;2
Machi-ing Maker 4;PS3;2
World Class Rugby 2: Kokunai Gekitou Hen '93;SNES;2
Ketsui Death Label;DS;2
This War of Mine;PS4;2
Mechanic Master 2;DS;2
SD Gundam Force;GBA;2
Clover no Kuni no Alice: Wonderful Wonder World;PSP;2
Abunai: Koi no Sousa Shitsu;PSV;2
Shonen Jump's Yu-Gi-Oh! GX Card Almanac;DS;2
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock;PS2;2
Raven Squad: Operation Hidden Dagger;PC;2
Monster High 13 Wishes;3DS;2
Myth Makers: Super Kart GP;Wii;2
Canada Hunt;Wii;2
Planetarian: Chiisana Hoshi no Yume;PSP;2
GA - Geijutsuka Art Design Class: Slapstick Wonder Land;PSP;2
Roommate Asami: Okusama wa Joshikousei;PS2;2
Cabbage Patch Kids: The Patch Puppy Rescue;GBA;2
Pirates: Legend of the Black Buccaneer;PS2;2
Let's Dance with Mel B;X360;2
Horrid Henry: Missions of Mischief;Wii;2
East India Company;PC;2
Ultraman Star Chronicles;PSP;2
Amagoushi no Yakata;PS2;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3;PS3;2
Ginga Tetsudou 999 DS;DS;2
Aedis Eclipse: Generation of Chaos;PSP;2
Koihime Enbu;PS4;2
Franklin: A Birthday Surprise;PS2;2
Without Warning;XB;2
Suzunone Seven: Rebirth Knot;PS2;2
Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar;PSP;2
Zoids Dash;DS;2
Digimon Rumble Arena;PS;2
Vitamin X Evolution Plus;PSP;2
NEVES;DS;2
Dynasty Warriors: Eiketsuden;PS4;2
Wild West Shootout;Wii;2
MuvLuv Double Pack;PSV;2
Super Speed Machines;DS;2
Goblin Commander: Unleash the Horde;GC;2
Final Fight: Streetwise;XB;2
Nano Diver;PSP;2
Mary King's Riding School 2;Wii;2
Elkrone no Atelier: Dear for Otomate;PSP;2
Top Gear RPM Tuning;XB;2
Painkiller: Hell & Damnation;X360;2
Memories Off: Yubikiri no Kioku;X360;2
Otometeki Koi Kakumei * Love Revo!! DS;DS;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4;PS3;2
Clock Zero: Shuuen no Ichibyou - ExTime;PSV;2
Cross + Channel;PSP;2
Mark McMorris Infinite Air;PS4;2
Shin Hayarigami 2;PSV;2
Cabela's Big Game Hunter: Pro Hunts;WiiU;2
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!;DS;2
Micro Machines V4;PSP;2
Root Infinity Rexx;PSV;2
Dungeons - The Dark Lord;PC;2
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne;PS2;2
Memories Off: Yubikiri no Kikou;PSP;2
Hurry Up Hedgehog!;DS;2
L.G.S: Shinsetsu Houshinengi;PSP;2
Battle Engine Aquila;XB;2
Divinity: Original Sin;PC;2
One Piece Mansion;PS;2
Discworld II: Mortality Bytes!;PS;2
Uchi no 3 Shimai DS;DS;2
Airline Tycoon;PC;2
Soul Eater: Monotone Princess;Wii;2
Strike Witches: Shirogane no Tsubasa;X360;2
Kaleidoeve;PSV;2
Big Idea's VeggieTales: LarryBoy and the Bad Apple;GBA;2
Broken Sword 5: The Serpent's Curse;XOne;2
My Ballet Studio;DS;2
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers;DS;2
Moujuutsukai to Oujisama;PS2;2
Rocksmith 2014 Edition Remastered;PS4;2
Bomberman 2;DS;2
Unreal Tournament 2004;PC;2
Shinseiki GPX Cyber Formula: Road To The INFINITY 4;PS2;2
Cube;PSP;2
Pirates of the Burning Sea;PC;2
Just Cause;PC;2
Army Men: Major Malfunction;XB;2
Dunamis 15;X360;2
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense;DS;2
Yoake Yori Ruriiro na Portable;PSP;2
Big Bass Fishing;PS;2
Storm Lover 2nd V;PSV;2
Reine des Fleurs;PSV;2
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen;Wii;2
Namco Museum 50th Anniversary (JP sales);PS2;2
Turbo: Super Stunt Squad;PS3;2
The Haunted: Hell's Reach;PC;2
Disciples III: Renaissance;PC;2
The Longest Journey;PC;2
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+;PSP;2
Let's Pilates!;DS;2
Irritating Stick;PS;2
Chou!! Super Nep League DS;DS;2
WTA Tour Tennis;GBA;2
Lost: Via Domus;PC;2
Judge Dredd: Dredd Vs Death;XB;2
Rugby League Live 3;PS3;2
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu;PS2;2
Platypus;PSP;2
Davis Cup Tennis;GBA;2
Pro Rally;GC;2
Kimi ni Todoke: Sodateru Omoi;DS;2
Elven Legacy Collection;PC;2
Hands On! Tangrams;DS;2
Brave Story: Boku no Kioku to Negai;DS;2
Zombie Hunters 2;PS2;2
Memories Off #5: Encore;PS2;2
Custom Drive;PSP;2
Dark Void;PC;2
LEGO Star Wars: The Video Game;PC;2
Tsuyo Kiss 2 Gakki: Swift Love;PS2;2
Konductra;DS;2
Samurai Jack: The Shadow of Aku;GC;2
Cookie & Cream;DS;2
Winning Post 7 2013;PSV;2
The Incredibles: Rise of the Underminer;PC;2
Psychedelica of the Black Butterfly;PSV;2
Stronghold Legends;PC;2
Let's Yoga!;DS;2
Busou Renkin: Youkoso Papillon Park e;PS2;2
Ore wa Shoujo Mangaka;PSP;2
Emergency 2012;DS;2
Puyo Puyo Tetris;WiiU;2
Exhibition Volume 6;XB;2
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu;DS;2
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book;DS;2
Collar x Malice;PSV;2
Kao the Kangaroo Round 2;GC;2
The Dark Hills of Cherai;PC;2
Pirates PlundArrr;Wii;2
Zoey 101: Field Trip Fiasco;DS;2
Dream C Club: GoGo ;PS3;2
Usavichi: Game no Jikan;DS;2
Summer Challenge: Athletics Tournament;Wii;2
Battle Spirits: Hero's Soul;PSP;2
Pachi-Slot Higrashi no Naku Koro ni Matsuri;PS2;2
Otona no Renai Shousetsu: Harlequin Selection;DS;2
White Album 2: Shiawase no Mukougawa;PSV;2
W.L.O. Sekai Renai Kikousen;X360;2
New Interpretation Stranger of Sword City;PSV;2
Final Fantasy XI: All-In-One Pack 2006;X360;2
Pippa Funnell: Ranch Rescue;Wii;2
Joint Operations: Combined Arms;PC;2
Kadenz fermata//Akkord:fortissimo;PSV;2
Worms World Party;PC;2
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style;DS;2
Dancing on Ice;DS;2
Winning Post 7: Maximum 2007;PS3;2
Professional Farmer 2016;PS4;2
Sarah: Keeper of the Unicorn;DS;2
Storm Lover 2nd;PSP;2
Gears of War;PC;2
Dragon Booster;DS;2
Dragon's Dogma Online: Season 2;PS4;2
Gaist Crusher God;3DS;2
DJ Star;DS;2
Arcana Famiglia 2;PSP;2
Shinkyoku Soukai Polyphonica;PS2;2
PDC World Championship Darts 2008;DS;2
Post Mortem;PC;2
Kiss Bell;PSV;2
San Goku Shi DS 2;DS;2
Strongest Tokyo University Shogi DS;DS;2
Shin Sangoku Musou Online: Souten Ranbu;PS3;2
V-Rally 3;XB;2
Wall-E;PC;2
Majesty 2: The Fantasy Kingdom Sim;PC;2
LEGO Star Wars II: The Original Trilogy;PC;2
Dead to Rights;GBA;2
Thunder Force VI;PS2;2
Full House Kiss 2;PS2;2
Dinotopia: The Sunstone Odyssey;GC;2
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable;PSP;2
PachiPara 3D;3DS;2
Earth Defense Force 2017 (old JP sales);X360;2
I Doll U;PSV;2
Star Trek: Legacy;PC;2
Sengoku Hime: Senran ni Mau Otometachi;PS2;2
GTI Club: Supermini Festa!;Wii;2
Syberia II;PC;2
Paranormal Pursuit: The Gifted One;PC;2
Command & Conquer Collection;PC;2
Marvel Superheroes 3D: Grandmaster's Challenge;Wii;2
A Vampyre Story;PC;2
Monster Trux Offroad;Wii;2
The Sims 4: Luxury Party Stuff;PC;2
Sniper Elite;PC;2
Achtung Panzer: Kharkov 1943;PC;2
Mission: Impossible - Operation Surma;GC;2
Sora no Otoshimono Forte: Dreamy Season;DS;2
Romance of the Three Kingdoms XII;WiiU;2
Hiiro no Kakera Portable;PSP;2
Trigger Man;GC;2
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen;DS;2
Antz Extreme Racing;XB;2
Wand of Fortune R;PSV;2
Rugby World Cup 2015;PSV;2
Majesty 2 Collection;PC;2
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4;PS4;2
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5;PS4;2
Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita;PS2;2
Harukanaru Toki no Naka de 6;PSP;2
Triggerheart Exelica;DC;2
Jet Impulse;DS;2
Games Explosion!;GBA;2
Gummy Bears Magical Medallion;Wii;2
Saenai Kanojo no Sodatekata: Blessing Flowers;PSV;2
Berserk and the Band of the Hawk;PSV;2
Tennis no Oji-Sama: Card Hunter;PS2;2
Brave: The Video Game;DS;2
Night Wizard the Video Game: Denial of the World;PS2;2
Enemy Territory: Quake Wars;PC;2
Portable Island: Tenohira Resort;PSP;2
Sengoku Efuda Yuugi: Hototogisu Ran;PSP;2
Tokyo Friend Park II DS;DS;2
Adventure Time: The Secret of the Nameless ;3DS;2
Kao the Kangaroo Round 2;PS2;2
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable;PSP;2
Dead Rising 2;XOne;2
Robopon 2: Ring Version;GBA;2
Mark McMorris Infinite Air;XOne;2
Sid Meier's Civilization Revolution 2+;PSV;2
Dream Dancer;DS;2
Moe Moe 2-ji Taisen (Ryoku) * Deluxe;PSP;2
Dragon Tales: Dragon Adventures;GBA;2
Powerbike;DS;2
Colin McRae Rally 2005;PC;2
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide;PSP;2
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi;DS;2
Gaku ? Ou: The Royal Seven Stars;PSP;2
Quantum Break;PC;2
Online Chess Kingdoms;PSP;2
Rayman 10th Anniversary;GBA;2
RollerCoaster Tycoon: Gold Edition;PC;2
Race Driver: Create & Race;DS;2
Storm Lover Kai!!;PSP;2
Minna to Issho;PSV;2
Nurarihyon no Mago: Hyakki Ryouran Taisen;PS3;2
FIFA Soccer 08;PC;2
Enkaku Sousa: Sana e no 23 Hiai;PSP;2
Pac-Man Championship Edition 2 + Arcade Game Series;XOne;2
Command & Conquer 4: Tiberian Twilight;PC;2
Hummer Badlands;XB;2
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival;DS;2
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;PSV;2
Oyaku de Asoberu DS Ehon: Ukkari Penelope;DS;2
Iron Soldier 3;PS;2
UNO 52;DS;2
Tiger & Bunny: Hero's Day;PSP;2
Turbo: Super Stunt Squad;Wii;2
Turbo: Super Stunt Squad;3DS;2
Pachinko Kaou: Misora Hibari;PS2;2
Accel World: Kasoku no Chouten;PS3;2
Poupee Girl DS;DS;2
Choro Q;PS2;2
Just Cause;PS2;2
Narcissus: Moshimo Ashita ga Runara;PSP;2
Girl Friend Beta: Kimi to Sugosu Natsuyasumi;PSV;2
IHRA Drag Racing: Sportsman Edition;XB;2
Sharin no Kuni, Himawari no Shoujo;X360;2
Simple DS Series Vol. 42: The Haioku Byoutou;DS;2
Drone Tactics;DS;2
So-Ra-No-Wo-To: Otome no Gojuusou;PSP;2
Technic Beat;PS2;2
Dance! It's Your Stage;Wii;2
Worldwide Soccer Manager 2006;PC;2
I Love Horses: Rider's Paradise;Wii;2
DuckTales: Remastered;PC;2
Yume Neko DS;DS;2
Germany's Next Topmodel 2011;DS;2
Dream C Club;PS3;2
Assetto Corsa;XOne;2
SBK Superbike World Championship;PS2;2
Memories Off 6: Next Relation;PS2;2
Meiji Toukyou Renka: Twilight Kiss;PSP;2
Scared Rider Xechs;PS2;2
4 Play Collection - Dark Mysteries;PC;2
Vitamin X: Detective B6;PSP;2
Misshitsu no Sacrifice;PSP;2
Evil Genius;PC;2
Ouran Koukou Host Bu;PS2;2
King's Quest: The Complete Collection;PS4;2
Lotus Challenge;GC;2
Imperium Romanum;PC;2
Football Manager 2007;X360;1
Ferrari: The Race Experience;Wii;1
Dragon Zakura DS;DS;1
Chameleon: To Dye For!;DS;1
Sora no Otoshimono: DokiDoki Summer Vacation;PSP;1
Shinseiki Evangelion: Battle Orchestra Portable;PSP;1
Blackthorne;GBA;1
Donkey Kong Jungle Beat;Wii;1
DokuSui: DokiDoki Suikoden;PSP;1
Contrast;PC;1
Bomberman (jp sales);PSP;1
Blazblue: Continuum Shift Extend;PSP;1
S.Y.K: Shinsetsu Saiyuuki;PS2;1
Black Cat;PS2;1
Smart Kid's Mega Game Mix;DS;1
Space Invaders Revolution;DS;1
Wiffle Ball Advance;DS;1
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi;DS;1
Wand of Fortune: Mirai e no Prologue Portable;PSP;1
Secret Game Portable;PSP;1
Sengoku Hime: Senran ni Mau Otometachi;PSP;1
SpongeBob: HeroPants;PSV;1
Kimi no Yuusha;DS;1
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales);X360;1
Period Cube: Torikago no Amadeus;PSV;1
Nobunaga no Yabou Online: Houou no Shou;PS3;1
Cosmetic Paradise: Make no Kiseki;DS;1
Turok;PC;1
Legoland;PC;1
Nobunaga no Yabou DS;DS;1
Winter Sports 3: The Great Tournament;X360;1
Valentino Rossi: The Game;PC;1
Wand of Fortune Portable;PSP;1
Sengoku;PC;1
Republique;PS4;1
Sousaku Alice to Oujisama!;3DS;1
Ship Simulator 2008;PC;1
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales);PSP;1
Brave: The Video Game;Wii;1
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS;DS;1
Ten Pin Alley 2;GBA;1
NBA 2K17;PC;1
Postman Pat: Special Delivery Service;DS;1
Himawari: Pebble in the Sky Portable;PSP;1
Rise of Flight: Iron Cross Edition;PC;1
WRC 5: FIA World Rally Championship;XOne;1
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns;PS2;1
NiGHTS into dreams...;PS2;1
Kono Aozora ni Yakusoku o: Tenohira no Rakuen;PSP;1
Guild Wars: Factions;PC;1
Shinobi Koutsutsu;PSP;1
WinBack 2: Project Poseidon;PS2;1
Kaitou Rousseau;DS;1
GunParade Orchestra: Ao no Shou;PS2;1
Totally Spies! Totally Party;PS2;1
Puyo Pop Fever;GC;1
Super Stardust Ultra VR;PS4;1
Total War Attila: Tyrants & Kings;PC;1
Wizardry XTH: Unlimited Students;PS2;1
Instant Brain;X360;1
Coronation Street: The Mystery of the Missing Hotpot Recipe;PC;1
Dead Rising;XOne;1
Abunai: Koi no Sousa Shitsu;PSP;1
MLB 15: The Show;PSV;1
Azure Striker Gunvolt;3DS;1
Penguins of Madagascar;Wii;1
Magic Encyclopedia: Moonlight;DS;1
Don Bradman Cricket 14;PS3;1
SoulLink Extension;PS2;1
Codename: Panzers Phase Two;PC;1
Winning Post 7 Maximum 2008;PS2;1
Samurai Shodown Anthology (JP sales);PS2;1
Sangoku Koi Senki: Otome no Heihou!;PS2;1
Alfa Romeo Racing Italiano;PS2;1
Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system);PS2;1
The Last Remnant;PC;1
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki;3DS;1
Super Robot Taisen XO;X360;1
Aquaman: Battle for Atlantis;XB;1
Raven's Cry;PS4;1
Call of Juarez;PC;1
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III;PS2;1
Unreal Tournament 2003;PC;1
Neverwinter Nights 2: Mask of the Betrayer;PC;1
Mortal Kombat: Tournament Edition;GBA;1
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure;XB;1
Diary Girl;DS;1
Shitsuji ga Aruji o Erabu Toki;PSV;1
Rayman Raving Rabbids;PC;1
War for the Overworld;PC;1
World Poker Tour;GBA;1
Best Of Tests;DS;1
Infinite Stratos 2: Love and Purge;PSV;1
Honda ATV Fever;DS;1
Umihara Kawase Jun: Second Edition Kanzenban;DS;1
50 Classic Games;3DS;1
Psycho-Pass;XOne;1
Fab 5 Soccer;DS;1
Destiny Links;DS;1
Egg Mania: Eggstreme Madness;XB;1
Pro Angler Moves;PS3;1
WRC: FIA World Rally Championship;PC;1
Sakura Sakura: Haru Urara;PSP;1
Rocksmith 2014 Edition Remastered;XOne;1
Uta no * Prince-Sama: Sweet Serenade;PSP;1
Higurashi no Naku Koro ni Iki;PS3;1
The Legend of Heroes: Trails in the Sky Third Chapter;PS3;1
Road Trip: Shifting Gears;GBA;1
Rewrite;PSV;1
Darksiders: Warmastered Edition;XOne;1
Major Dream: Major Wii Nagero! Gyroball!!;Wii;1
Iza, Shutsujin! Koisen;PSP;1
Grand Theft Auto III;PC;1
Hiiro no Kakera: Shin Tamayori Hime Denshou;PS2;1
Datenshi no Amai Yuuwaku x Kaikan Phrase;DS;1
Grooverider: Slot Car Thunder;XB;1
Super PickUps;Wii;1
Bakumatsu Koihana: Shinsengumi DS;DS;1
Digger Simulator;PC;1
Miyako: Awayuki no Utage;PSP;1
LifeSigns: Surgical Unit;DS;1
Konami Classics Vol. 2;X360;1
The Technomancer;PC;1
Football Manager Live;PC;1
Aeon Flux;XB;1
Marginal #4: Idol of Supernova;PSV;1
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!;DS;1
Kana: Imouto;PSP;1
Rock N' Roll Racing;SNES;1
Impossible Creatures;PC;1
Serious Sam II;PC;1
Football Academy;DS;1
GoGo's Crazy Bones;DS;1
Norn + Nonette: Last Era;PSV;1
Nodame Cantabile;PS2;1
Games Around the World;DS;1
Hitotsu Tobashi Renai V;PSV;1
Blitzkrieg 2 Anthology;PC;1
DoDonPachi Saidaioujou;X360;1
Last Escort: Club Katze;PS2;1
Fuuraiki 3;PSV;1
Phantasy Star Online 2 Episode 4: Deluxe Package;PSV;1
1/2 Summer +;PSP;1
Winning Post 7 Maximum 2008;PS3;1
SBK09 Superbike World Championship;PS3;1
Tears to Tiara: Kakan no Daichi Portable;PSP;1
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu;DS;1
Ninja Gaiden Sigma 2;PSV;1
UEFA Champions League 2006-2007;PSP;1
Monster Rancher Advance 2;GBA;1
Big Hero 6: Battle in the Bay;3DS;1
Dr. Slump & Arale-Chan;DS;1
Madden NFL 13;PS3;1
Umineko no Naku Koro ni Portable 1;PSP;1
Festa!! Hyper Girls Party;PS2;1
Geten no Hana: Yume Akari;PSP;1
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore;DS;1
Vanark;PS;1
Game Book DS: Sword World 2.0;DS;1
WTA Tour Tennis;XB;1
Fernbus Simulator;PC;1
Furious Karting;XB;1
IL-2 Sturmovik;PC;1
NHL 16;PS3;1
Pet Shop Monogatari DS 2;DS;1
Monkey Madness: Island Escape;DS;1
Chokkan! Asonde Relaxuma;DS;1
Hot Wheels: Stunt Track Challenge / World Race;GBA;1
Minna no Conveni;DS;1
Accel World: Kasoku no Chouten;PSP;1
Azure Striker Gunvolt: Striker Pack;3DS;1
SoulCalibur Legends (JP sales);Wii;1
Theatre Of War;PC;1
Izumo 2;PS2;1
Entaku no Seito: Students of Round;X360;1
Bratz: Forever Diamondz;PS2;1
Smiley World: Island Challenge;DS;1
PC Engine Best Collention: Ginga Ojousama Densetsu Collection;PSP;1
Isshoni Gohan. Portable;PSP;1
King of Fighters 2002: Unlimited Match Tougeki Ver.;PS2;1
Hanayamata: Yosakoi Live;PSV;1
Malice;XB;1
htoL#NiQ: The Firefly Diary;PSV;1
Rosario to Vampire: Tanabata no Miss Youkai Gakuen;DS;1
Virtua Tennis 3;PC;1
Wallace & Gromit: Curse of the Were-Rabbit;XB;1
Worms: WMD;XOne;1
Ouka Sengoku Portable;PSP;1
Shepherd's Crossing;PSP;1
The Book of Unwritten Tales 2;WiiU;1
Dark Parables: The Exiled Prince;PC;1
Tactics Layer: Ritina Guard Senki;DS;1
Hyakka Yakou;PSV;1
San-X Character Channel: All-Star Daishuugou!;DS;1
Fuun Shinsengumi Bakumatsuden Portable;PSP;1
Doki-Doki Universe;PSV;1
Sega Golf Club: Miyazato San Kyoudai Naizou;PS3;1
Rozen Maiden: Gebetgarten;PS2;1
Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;1
Homeworld Remastered Collection;PC;1
Princess Arthur;PSP;1
Brain Exercise With Dr. Kawashima;PC;1
Sherlock Holmes: The Devil's Daughter;PC;1
Sakura-Sou no Pet na Kanojo;PSP;1
Fatal Fury: Battle Archives Volume 2 (JP sales);PS2;1
Toro to Morimori;PS3;1
Tantei Jinguuji Saburo: Hai to Diamond;PSP;1
Satisfashion;Wii;1
Truck Racer;Wii;1
Metal Slug Anthology;PS2;1
Shorts;DS;1
K-1 Grand Prix;PS;1
Rave Master: Special Attack Force!;GBA;1
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono;PS2;1
Casper;GBA;1
AKB1/48: Idol to Guam de Koishitara...;X360;1
Adventure Time: The Secret of the Nameless ;X360;1
Football Manager 2005;PC;1
Hakuoki: Reimeiroku DS;DS;1
BattleForge;PC;1
Turbo Trainz;Wii;1
Ro-Kyu-Bu! Secret Photo Op;PSV;1
Barbie and Her Sisters Puppy Rescue;WiiU;1
Caladrius;X360;1
Duel Love: Koisuru Otome wa Shouri no Megami;DS;1
Super Robot Monkey Team: Game Boy Advance Video Volume 1;GBA;1
Freekstyle;GBA;1
Mystery Legends: Beauty and the Beast;PC;1
Tomoyo After: It's a Wonderful Life CS Edition;PS2;1
Bunmei Kaika: Aoiza Ibunroku Saien;PSP;1
Groovin' Blocks;Wii;1
Aa Megami-samaa;PS2;1
Rail Simulator;PC;1
Banjo-Kazooie;X360;1
Monster High: New Ghoul in School;Wii;1
Bakumatsu Rock;PSP;1
Prototype: Biohazard Bundle;XOne;1
Far East of Eden II: Manji Maru;DS;1
Family Jockey;Wii;1
Spider-Man: Friend or Foe;PC;1
Thunder Alley;GBA;1
Resistance Dual Pack;PS3;1
BlazBlue: Calamity Trigger;PC;1
Nyaruko-San: Nafushigatai Game no You na Mono;PSV;1
Agatha Christie's The ABC Murders;XOne;1
Samurai Warriors: Sanada Maru;PSV;1
Sengoku Basara 2 Heroes;Wii;1
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX;PS2;1
Victory Spike;PS;1
Harry Potter and the Chamber of Secrets;PC;1
Double Sequence: The Q-Virus Invasion;DS;1
Brothers in Arms: Furious 4;X360;1
MXGP 2;PC;1
Densetsu no Yuusha no Densetsu: Legendary Saga;PSP;1
Hi Hi Puffy AmiYumi: The Genie & the Amp;DS;1
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony;PS2;1
Order Up!!;3DS;1
Marvel: Ultimate Alliance;PC;1
Dance with Devils;PSV;1
Battle Worlds: Kronos;PC;1
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable;PSP;1
Kao the Kangaroo;GBA;1
Jewel Quest II;PC;1
Builder's Block;PS;1
Seisou no Amazones;3DS;1
Mahjong Taikai IV;PS3;1
F.E.A.R. Perseus Mandate;PC;1
Farming Simulator 15 Expansion Pack;PC;1
Lumo;PSV;1
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru;PSV;1
Agarest Senki: Re-appearance;PS3;1
Military History: Commander - Europe at War;DS;1
Ultraman Fighting Evolution 0;PSP;1
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box;DS;1
Deus Ex;PC;1
Aquaman: Battle for Atlantis;GC;1
Jinsei Game Q DS: Shouwa no Dekigoto;DS;1
Strider (2014);PS3;1
Doraemon Wii: Himitsu Douguou Ketteisen!;Wii;1
Goku Makaimura Kai;PSP;1
No Fate! Only the Power of Will;X360;1
Captain Morgane and the Golden Turtle;Wii;1
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita;PS3;1
PDC World Championship Darts 2009;Wii;1
Crows: Burning Edge;PS4;1
Simple DS Series Vol. 41: The Bakudan Shori-Han;DS;1
Nitroplus Blasterz: Heroines Infinite Duel;PS3;1
Kurogane Kaikitan;PSV;1
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel;PS2;1
Hanayaka Kana, Ware ga Ichizoku;PSP;1
Mamoru-kun wa Norowarete Shimatta!;X360;1
"Myself; Yourself";PS2;1
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku;PSP;1
"Chaos;Head Noah";PSV;1
Curse of the Amsterdam Diamond;DS;1
PDC World Championship Darts 2008;PSP;1
Dokuro;PSV;1
Starry ? Sky: After Autumn;PSP;1
Dragon Quest X: All in One Package;WiiU;1
Tiger Woods PGA Tour 2005;PC;1
Slide Adventure: Mag Kid;DS;1
My Little Baby;DS;1
Smuggler's Run;GBA;1
Jan Sangoku Musou;PS2;1
Brothers Conflict: Precious Baby;PSV;1
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea;PS2;1
Fatal Fury: Battle Archives Volume 1 (JP sales);PS2;1
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis;PS2;1
Kamaitachi no Yoru 2: Tokubetsu Hen;PSP;1
CT Special Forces 2: Back in the Trenches;GBA;1
Durarara!! Relay;PSV;1
Root Double: Before Crime After Days;X360;1
ef - a fairy tale of the two.;PS2;1
Sonic & All-Stars Racing Transformed;PC;1
FairlyLife: MiracleDays;PSP;1
Goat Simulator;XOne;1
Death Connection Portable;PSP;1
Surf's Up;GC;1
Rainbow Islands: Revolution;PSP;1
TimeShift;PC;1
Rakushou! Pachi-Slot Sengen 4;PS2;1
"Chaos;Child";PS4;1
Moe Moe 2-Ji Daisenryaku 2;PSP;1
Tsuyo Kiss 3 Portable;PSP;1
Championship Manager 2010;PC;1
Moto Racer Advance;GBA;1
Dynasty Warriors: Eiketsuden;PSV;1
Duel Masters: Shadow of the Code;GBA;1
Freaky Flyers;GC;1
The Chronicles of Riddick: Assault on Dark Athena;PC;1
Happy Dance Collection;Wii;1
Army Men: Air Combat - The Elite Missions;GC;1
Rally Championship;GC;1
Binary Star;PSV;1
Conflict: Denied Ops;PC;1
Legend of Kay Anniversary;WiiU;1
Musou Tourou;PSP;1
Gakuen Hetalia;DS;1
Really? Really! DS;DS;1
Daiya no Kuni no Alice: Wonderful Mirror World;PSP;1
FlatOut: Ultimate Carnage;PC;1
Touch Detective 3: Does Funghi Dream of Bananas?;3DS;1
Battlestations: Midway;PC;1
Mario vs. Donkey Kong: Tipping Stars;WiiU;1
Tringo;GBA;1
Jam Sessions: Sing and Play Guitar (jp sales);DS;1
Cities: Skylines Snowfall;PC;1
RalliSport Challenge(JP sales);XB;1
Ultraman Fighting Evolution 3;PS2;1
Rondo of Swords (jp sales);DS;1
Element Hunter;DS;1
R.B.I. Baseball 2016;PS4;1
Greg Hastings' Tournament Paintball Max'd;PS2;1
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable;PSP;1
Whac-A-Mole;GBA;1
Nakayoshi All-Stars: Mezase Gakuen Idol;DS;1
Kamigami no Asobi InFinite;PSV;1
